label,_id,ltable_Id,rtable_Id,ltable_Title,ltable_Category,ltable_Duration,ltable_Rating,ltable_Rating_Count,ltable_Director,ltable_Year,rtable_Title,rtable_Category,rtable_Duration,rtable_Rating,rtable_Rating_Count,rtable_Director,rtable_Year
0,268,259,7849,Delta House,Comedy,30,63,77,,1979,Frat House,"Documentary,Special Interest",60,72,89,"Todd Phillips,Andrew Gurland,",1998
1,9696,13809,10070,The Hand That Rocks the Cradle,Mystery,110,66,29920,Curtis Hanson,1992,The Hand that Rocks the Cradle,"Drama,Mystery",110,62,47063,"Curtis Hanson,",1992
1,5369,6912,14146,The Tenth Man,"Drama,War",100,71,974,Jack Gold,1988,The Thin Man,Mystery,,,158,,2013
0,10674,16136,11959,Katy Perry: Part of Me,"Documentary,Musical",93,59,12440,"Dan Cutforth,Jane Lipsitz",2012,Katy Perry: Part of Me,"Documentary,Musical,Performing Arts",93,76,47068,"Dan Cutforth,Jane Lipsitz,",2012
1,5278,6817,4329,The Last Boy Scout,"Action,Mystery",105,69,76623,Tony Scott,1991,The Last Producer,,120,,16,"Burt Reynolds,",2002
1,1211,1366,5111,Inside Out,"Animation,Adventure,Comedy",95,83,364137,"Pete Docter,Ronnie Del Carmen",2015,Fade Out,,,,13,"Michael Cristofer,",2005
0,12132,18775,2410,New World,Mystery,0,,,,,New Moon,"Action,Adventure,Classics,Drama,Musical,Performing Arts,Romance",106,62,786,"Robert Z. Leonard,",1940
1,6497,8460,6358,Battle of the Damned,"Action,Adventure,Horror",88,45,2987,Christopher Hatton,2014,Battle of the Sexes,,,,43,"Jonathan Dayton,Valerie Faris,",2016
0,10000,14474,1562,The Visiting Witch,"Adventure,Family,Fantasy",21,70,8,Hollingsworth Morse,1969,The Noonday Witch,Horror,90,,1,,2016
0,6128,7869,10329,The Rocky Horror Show,Action,0,60,12,,1985,The Rocky Horror Picture Show,"Classics,Comedy,Cult Movies,Horror,Musical,Performing Arts,Science Fiction,Fantasy",100,72,365433,"Jim Sharman,",1975
0,4626,6058,9970,Superman IV: The Quest for Peace,"Action,Adventure,Family",90,36,33959,Sidney J. Furie,1987,Superman IV: The Quest for Peace,"Action,Adventure,Science Fiction,Fantasy",91,48,65683,"Sidney J. Furie,",1987
0,9925,14252,16156,Game of Death,"Action,Crime,Drama",85,60,12528,"Robert Clouse,Bruce Lee",1979,Days of Wrath,Drama,,,144,"Celia Fox,",2008
1,3054,3508,1032,The Lion King,"Animation,Adventure,Drama",89,85,657760,"Roger Allers,Rob Minkoff",1994,The Lion King,"Action,Adventure,Animation,Drama,Kids,Family,Musical,Performing Arts",87,80,1267081,"Roger Allers,Rob Minkoff,",1994
1,3947,5086,18746,Fender Bender,"Horror,Mystery",91,54,335,Mark Pavia,2016,Farewell Bender,"Art House,International",,52,71,"Matt Oates,",2006
0,2762,3012,16643,Death in Paradise,"Crime,Drama,Mystery",60,79,6974,Robert Thorogood,2011,Jesse Stone: Death in Paradise,"Drama,Mystery,Television",87,76,452,"Robert Harmon,",2006
1,5042,6561,8937,Forbidden Planet,"Action,Adventure,Sci-Fi",98,77,34503,Fred M. Wilcox,1956,Forbidden Planet,"Classics,Drama,Mystery,Science Fiction,Fantasy",98,76,21049,"Fred Wilcox,Fred McLeod Wilcox,",1956
0,1564,1697,7845,Project Mc,Family,26,62,222,,2015,Project X,"Comedy,Drama,Science Fiction,Fantasy",88,70,94700,"Nima Nourizadeh,",2012
0,9112,12869,6167,Sabotage,"Action,Mystery",0,,,,,Sabotage,"Action,Adventure,Mystery",110,58,22170,"David Ayer,",2014
0,12953,20626,2881,The Ladykillers,"Comedy,Crime,Mystery",104,62,84961,"Ethan Coen,Joel Coen",2004,The Ladykillers,"Comedy,Drama",104,56,65465,"Joel Coen,Ethan Coen,",2004
0,13388,21449,5042,Epic Mickey,"Animation,Television",0,,,,2010,Epic Movie,"Action,Adventure,Comedy",84,48,560309,"Aaron Seltzer,Jason Friedberg,",2007
0,874,960,15968,Saturday Night Live: The Best of Dana Carvey,Comedy,89,73,751,,,Saturday Night Live - Best of Clinton & Lewinsky,"Comedy,Television",,,21,,2000
0,3603,4472,7734,Welcome to the NHK!,"Animation,Comedy,Drama",0,85,3279,,2006,Welcome to September,Drama,89,,9,"Phil Scarpaci,",2004
0,9340,13228,2103,The Sisters,Drama,99,72,1270,Anatole Litvak,1938,Go For Sisters,Drama,122,64,336,"John Sayles,",2013
0,12205,18926,5102,Lemmy,"Documentary,Biography,Musical",116,78,6172,"Greg Olliver,Wes Orshoski",2010,Lemmy,"Documentary,Musical,Performing Arts",116,80,1073,"Wes Orshoski,Greg Olliver,",2011
1,6909,9155,6053,Sophie's Choice,"Drama,Romance",150,77,29753,Alan J. Pakula,1983,The Choice,"Drama,Romance",100,70,11964,"Ross Katz,",2016
1,3142,3700,10279,Mansfield Park,"Comedy,Drama,Romance",112,71,16812,Patricia Rozema,1999,Mansfield Park,"Comedy,Drama,Romance",98,72,21922,"Patricia Rozema,",1999
1,9332,13210,8294,El Bola,Drama,88,73,4636,Achero Maas,2000,El Don,"Art House,International,Drama",90,,8,,2006
0,9370,13316,14594,Elaan of Troyius,"Action,Adventure,Mystery",51,72,1043,John Meredyth Lucas,1968,Helen of Troy,"Action,Adventure,Television",240,66,17419,"John Kent Harrison,",2003
0,7198,9524,14570,Colditz,"Drama,War",240,68,2153,,2005,Colditz,"Drama,Television",185,72,617,"Stuart Orme,",2005
0,13182,20905,17245,Little Dorrit,"Drama,Mystery,Romance",30,83,6222,,2009,Little John,"Drama,Television,Western",98,64,84,"Dick Lowry,",2002
1,9723,13847,2549,Company Business,"Action,Comedy,Crime",98,57,1864,Nicholas Meyer,1991,Women in Business,Comedy,,,24,"Jake Szymanski,",2017
0,263,254,16640,Madea Gets a Job,Comedy,145,42,589,Tyler Perry,2013,Madea Goes to Jail,"Comedy,Drama",102,76,334145,"Tyler Perry,",2009
0,6431,8326,11899,It Felt Like Love,Drama,82,55,1637,Eliza Hittman,2014,It Felt Like Love,Drama,82,60,966,"Eliza Hittman,",2014
0,3299,3833,13578,The Secret Life of Walter Mitty,"Adventure,Comedy,Drama",114,73,239618,Ben Stiller,2013,The Secret Life Of Walter Mitty,"Action,Adventure,Comedy,Drama",114,74,78778,"Ben Stiller,",2013
1,5560,7161,13994,Beverly Hills Cop,"Action,Comedy,Crime",105,73,128378,Martin Brest,1984,Beverly Hills Cop 4,Comedy,,82,12372,"Brett Ratner,",2017
1,9409,13391,659,Proof,"Drama,Mystery",100,68,36687,John Madden,2005,Proof,Drama,99,64,88699,"John Madden (II),James D. Stern,",2005
1,3126,3613,2568,Turbo,"Animation,Adventure,Comedy",96,65,63251,David Soren,2013,Turbo,"Animation,Kids,Family",95,74,89237,"David Soren,",2013
0,8566,11981,18748,Requiem for Murder,Mystery,95,51,249,Douglas Jackson,1999,Requiem for Murder,"Horror,Mystery",120,76,96,"Douglas Jackson,",2005
1,13268,21274,10218,The Little Prince,"Animation,Adventure,Drama",108,78,32967,Mark Osborne,2016,Little Voice,"Art House,International,Comedy,Drama",99,68,12661,"Mark Herman,",1998
1,9242,13035,12568,We Are from the Future,"Action,Drama,Fantasy",110,70,2432,Andrey Malyukov,2008,We Are the Future,"Documentary,Musical,Performing Arts",148,72,786,,2006
1,12519,19470,9650,The Warrior,"Adventure,Drama",86,68,2193,Asif Kapadia,2005,The Warrior,"Action,Adventure,Art House,International,Drama",86,72,2236,"Asif Kapadia,",2005
0,12629,19713,14716,House of Fools,Comedy,0,73,838,,2014,House Of Bodies,"Drama,Horror,Mystery",80,40,97,"Alex Merkin,",2013
0,5353,6886,7049,All the Way Home,Drama,120,78,46,Delbert Mann,1981,A Long Way Home,Drama,97,76,139,"Robert Markowitz,",1981
1,781,727,18273,Underdog,"Animation,Family,Comedy",0,75,1253,,1964,Underdog Kids,"Action,Adventure,Kids,Family",94,48,37,"Phillip Rhee,",2015
1,10775,16352,1123,Be Cool,"Comedy,Crime,Musical",118,57,59757,F. Gary Gray,2005,Be Cool,"Comedy,Drama,Mystery",119,56,212480,"F. Gary Gray,",2005
0,11343,17369,449,Transformers: Armada,"Action,Animation,Adventure",30,70,880,,2002,Transformers,"Action,Adventure,Science Fiction,Fantasy",143,82,2383416,"Michael Bay,",2007
1,9475,13454,6223,Proof,"Drama,Romance",86,74,5013,Jocelyn Moorhouse,1992,Proof,"Comedy,Drama",90,72,5299,"Jocelyn Moorhouse,",1991
0,822,860,9936,Legends of Tomorrow,"Action,Adventure,Drama",42,71,40848,"Greg Berlanti,Marc Guggenheim,Phil Klemmer",2016,Better Luck Tomorrow,"Action,Adventure,Drama",99,74,8134,"Justin Lin,",2002
0,599,588,8272,I Am Legend,"Drama,Horror,Sci-Fi",101,72,538885,Francis Lawrence,2007,I Am Legend,"Action,Adventure,Drama,Science Fiction,Fantasy",100,72,1128576,"Francis Lawrence,",2007
1,9260,13081,11668,Midnight Son,Horror,88,60,1527,Scott Leberecht,2011,Midnight Movie,Horror,80,52,7589,"Jack Messitt,",2008
1,5996,7661,10930,The Iron Lady,"Biography,Drama",105,64,83539,Phyllida Lloyd,2012,The Iron Lady,"Art House,International,Drama",104,66,96892,"Phyllida Lloyd,",2012
0,6505,8472,18180,The Phantom of Film City,"Animation,Sci-Fi",23,64,13,,1978,The Ransom of Red Chief,"Comedy,Kids,Family,Television,Western",90,60,954,"Bob Clark (III),Bob Clark,",1998
1,5318,6843,2356,Father of the Bride Part II,"Comedy,Family,Romance",106,59,27000,Charles Shyer,1995,Father of the Bride: Part II,Comedy,106,60,202967,"Charles Shyer,",1995
0,9850,14108,6832,Popcorn,"Comedy,Horror",91,57,2460,"Mark Herrier,Alan Ormsby",1991,Popcorn Porn,"Comedy,Documentary",,72,632,"Joey Figueroa,Zak Knutson,",2009
0,10459,15595,2237,Growing Pains,"Drama,Fantasy,Horror",43,90,2189,Chris Grismer,2012,Growing Up Coy,,86,,0,"Eric Juhola,",2016
1,2809,3069,3866,The Imitation Game,"Biography,Drama,Mystery",114,81,485383,Morten Tyldum,2014,The Imitation Game,"Drama,Mystery",114,84,100759,"Morten Tyldum,",2014
0,12661,19807,11022,The Way of the Dragon,"Action,Comedy,Crime",90,73,23359,Bruce Lee,1972,The Art of the Steal,Comedy,90,62,5812,"Jonathan Sobol,",2014
0,2585,2772,15304,One Night Stand,Drama,0,,,,,The Last Stand,Drama,108,70,651,"Russ Parr,",2006
0,1924,2167,14149,The Tourist,"Action,Romance,Mystery",103,60,179095,Florian Henckel von Donnersmarck,2010,The Tourist,"Action,Adventure,Mystery,Romance",103,60,94544,"Florian Henckel von Donnersmarck,",2010
0,9930,14253,12044,The Curse of the Dragon,"Documentary,Action,Biography",90,70,636,"Tom Kuhn,Fred Weintraub",1993,Curse of the Bambino,"Documentary,Sports,Fitness",59,80,37,,2003
0,12933,20596,17558,The Hound of the Baskervilles: Part Two,"Horror,Crime,Drama",50,71,65,,1968,The Hound of the Baskervilles,"Drama,Horror,Mystery,Television",90,64,217,"Rodney Gibbons,",2000
0,5660,7333,14511,Kong: Skull Island,"Action,Adventure,Fantasy",0,,,Jordan Vogt-Roberts,2017,Small Island,"Art House,International,Drama,Television",,,5,"John Alexander,",2009
0,2692,2948,4889,Moone Boy,Comedy,23,82,3960,,2012,Shonen (Boy),"Art House,International,Drama",97,80,110,"Nagisa Oshima,",1969
1,511,482,4437,Forced Vengeance,"Action,Adventure,Crime",90,55,2059,James Fargo,1982,Kickboxer: Vengeance,"Action,Adventure,Drama",90,54,481,"John Stockwell,Samuel Cory Timpson,",2016
0,11845,18175,4168,Tonight It's Me,"Short,Drama,Romance",13,63,204,Dominic Haxton,2014,Tonight at Noon,Drama,,,68,"Michael Almereyda,",2007
1,8794,12275,3771,In the Presence of Mine Enemies,"Drama,War",100,61,263,Joan Micklin Silver,1997,In the Presence of Mine Enemies,"Drama,Television",96,,72,"Joan Micklin Silver,",1997
0,8375,11655,10052,The War of the Roses,Comedy,116,68,38451,Danny DeVito,1989,The Bonfire of the Vanities,Comedy,126,52,12047,"Brian DePalma,",1990
1,13197,20923,2661,The Ugly Truth,"Comedy,Romance",96,65,166037,Robert Luketic,2009,The Ugly Truth,"Comedy,Romance",96,60,1399108,"Robert Luketic,",2009
0,5724,7400,16620,Justice League vs. Teen Titans,"Animation,Action,Comedy",78,70,7581,Sam Liu,2016,Justice League vs. Teen Titans,,78,72,725,"Sam Liu,",2015
0,1446,1582,18615,Hold the Dark,Mystery,0,,,,,Beneath the Dark,"Drama,Horror,Mystery",102,54,579,"Chad Feehan,",2010
0,6512,8497,19087,All in the Family,"Drama,Romance",45,96,445,Jonathan Kaplan,2000,Welcome to the Family,,120,,1,"Alton Glass,",2015
0,7197,9519,11681,The Harvest,Drama,0,,,,,Harvest,Drama,96,,39,"Stuart Burkin,",2000
0,9469,13439,8499,The Stupids,"Comedy,Adventure",94,41,5709,John Landis,1996,The Stupids,Comedy,94,46,10230,"John Landis,",1996
0,5697,7380,7182,Batman Forever,"Action,Adventure,Fantasy",121,54,193277,Joel Schumacher,1995,Batman Forever,"Action,Adventure,Science Fiction,Fantasy",82,58,607764,"Joel Schumacher,",1995
0,978,1037,3925,Back to the Future Part II,"Adventure,Comedy,Sci-Fi",108,78,346518,Robert Zemeckis,1989,Back to the Future Part II,"Comedy,Science Fiction,Fantasy",109,70,748575,"Robert Zemeckis,",1989
0,2385,2684,844,The Shadow,"Action,Crime,Drama",0,,,,,Under The Shadow,"Horror,Mystery",84,78,1394,"Babak Anvari,",2016
0,7287,9659,7043,After Hours,"Comedy,Crime,Drama",97,77,40368,Martin Scorsese,1985,After Hours,"Comedy,Mystery",96,76,21655,"Martin Scorsese,",1985
0,11576,17599,7195,The Big Town,"Drama,Romance,Mystery",109,59,1422,"Ben Bolt,Harold Becker",1987,The Big Town,Drama,110,58,1324,"Ben Bolt,",1987
0,7714,10350,4646,Cops on the Rocks,Comedy,20,80,52,Michael McDonald,2016,Toronto Rocks,"Musical,Performing Arts",,,21,,2003
0,9992,14453,11979,Rocket Robin Hood,"Animation,Fantasy,Sci-Fi",22,63,133,,1967,Robin Hood,"Action,Adventure,Art House,International,Drama,Television,Romance",116,60,10747,"John Irvin,",1991
0,7400,9808,12490,The Lost World,"Action,Sci-Fi,Adventure",60,73,2488,,1999,The Lost City,Drama,143,64,25924,"Andy Garcia,",2005
0,11839,18165,14970,Kyoto Story,Drama,90,77,19,"Tsutomu Abe,Yji Yamada",2010,Rock Story,Drama,130,,0,"Dylan Bank,",2015
1,7241,9568,14146,The Bag Man,"Crime,Drama,Mystery",108,53,13476,David Grovic,2014,The Thin Man,Mystery,,,158,,2013
0,9899,14197,4819,George of the Jungle 2,"Comedy,Family,Adventure",87,33,4385,David Grossman,2003,George Of The Jungle 2,"Comedy,Kids,Family",87,46,38230,"David Grossman,",2003
1,2869,3212,18184,Three to Tango,"Comedy,Romance",98,61,16481,Damon Santostefano,1999,Three For The Road,"Comedy,Drama",98,64,138,"Bill L. Norton,",1987
1,5797,7469,6600,Hancock,"Action,Crime,Drama",92,64,348947,Peter Berg,2008,Hancock,"Action,Adventure,Comedy,Drama",92,72,556437,"Peter Berg,",2008
0,13504,21685,14007,The Haunted Mansion,"Comedy,Family,Fantasy",88,49,32519,Rob Minkoff,2003,The Haunted Mansion,"Comedy,Horror,Kids,Family,Mystery,Science Fiction,Fantasy",88,52,134761,"Rob Minkoff,",2003
0,6940,9214,3570,Freelancers,"Action,Crime,Drama",96,46,7995,Jessy Terrero,2013,Freelancers,"Action,Adventure,Drama",96,54,2763,"Jessy Terrero,",2012
0,13473,21569,15256,The Big Picture,Family,10,78,28,,2011,The Big Empty,"Action,Adventure,Comedy,Science Fiction,Fantasy",94,62,4021,"Steve Anderson,",2003
0,13516,21695,12487,Edge of Darkness,"Crime,Drama,Mystery",307,86,2860,,1986,Towards Darkness,"Action,Adventure,Drama,Mystery",92,68,382,"Jos Antonio Negret,",2007
1,5626,7297,150,Mad Max: Fury Road,"Action,Adventure,Sci-Fi",120,81,574231,George Miller,2015,Mad Max: Fury Road,"Action,Adventure,Science Fiction,Fantasy",120,84,121360,"George Miller,",2015
1,8402,11695,2292,Goodbye Lover,"Comedy,Crime,Mystery",102,57,2885,Roland Joff,1999,Goodbye Lover,"Comedy,Drama,Mystery",115,58,1553,"Roland Joff,",1998
0,7511,9958,3058,Constantine 2,"Action,Drama,Fantasy",0,,,,,Constantine,"Action,Adventure,Horror,Mystery,Science Fiction,Fantasy",120,70,467361,"Francis Lawrence,",2005
0,6361,8178,14145,The Night Buffalo,Drama,102,43,1451,Jorge Hernandez Aldana,2007,The Night Stalker,Horror,,98,235,"Edgar Wright,",2014
1,3185,3748,1854,Any Given Sunday,"Drama,Sport",162,68,97859,Oliver Stone,1999,Any Given Sunday,"Action,Adventure,Drama",165,66,138629,"Oliver Stone,",1999
1,1590,1723,9293,Training Day,"Crime,Drama,Mystery",122,77,310375,Antoine Fuqua,2001,Training Day,"Action,Adventure,Drama,Mystery",122,74,299999,"Antoine Fuqua,",2001
1,7093,9368,13712,The Shipping News,Drama,111,68,28796,Lasse Hallstrm,2002,The Shipping News,"Drama,Romance",111,64,20670,"Lasse Hallstrom,",2001
1,10505,15712,4606,Cake,Drama,102,64,27787,Daniel Barnz,2015,Cake,Drama,98,64,15039,"Daniel Barnz,",2015
0,2500,2739,1560,Last Man,"Drama,War",0,,,,,Rain Man,Drama,133,76,312982,"Barry Levinson,",1988
1,678,652,18133,Seven Minutes in Heaven,"Comedy,Drama,Romance",88,62,1036,Linda Feferman,1985,Seven Minutes in Heaven,"Art House,International,Comedy",88,66,1424,"Omri Givon,Linda Feferman,",1986
1,3072,3528,10511,Peter Pan,"Animation,Adventure,Family",77,73,89803,"Clyde Geronimi,Wilfred Jackson",1953,Peter Pan Live!,"Kids,Family,Musical,Performing Arts,Special Interest",180,52,97,,2014
0,10487,15663,7793,Home of the Brave,"Action,Drama,War",106,56,9395,Irwin Winkler,2007,Year of the Dragon,"Drama,Television",90,,20,,2003
0,10386,15417,18392,The Duke of Squigman,"Comedy,Family",30,72,13,Penny Marshall,1980,The Wine Of Summer,Drama,,,6,"Maria Matteoli,",2015
1,3116,3608,3214,Rise of the Guardians,"Animation,Adventure,Family",97,73,125288,Peter Ramsey,2012,Life of the Party,"Comedy,Drama",97,64,349,"Barra Grant,",2007
0,7025,9308,8200,American Gladiators,"Action,Television,Sport",60,66,1516,,1989,American Heart,Drama,113,68,1531,"Martin Bell,",1992
1,13003,20680,13681,How to Be a Serial Killer,"Comedy,Crime,Horror",91,56,1754,Luke Ricci,2008,How to Be a Latin Lover,Comedy,,,9,"Ken Marino,",2017
0,9161,12911,878,Magic Mike,Comedy,0,66,26,,2015,Magic Mike XXL,Comedy,115,68,34719,"Gregory Jacobs,",2015
0,6163,7917,15831,The Last Exorcism,"Drama,Horror,Mystery",87,56,41921,Daniel Stamm,2010,The Last Showing,"Art House,International,Horror,Mystery",,50,88,"Phil Hawkins,",2014
0,818,853,11105,House of Cards,Drama,51,90,322647,Beau Willimon,2013,House of Darkness,Drama,120,48,12,"Patrick DeLuca,",2016
0,9919,14224,14530,Slave Island,"Animation,Action,Family",22,78,171,,1993,The Island,"Action,Adventure,Drama,Science Fiction,Fantasy",136,66,371594,"Michael Bay,",2005
0,850,954,7768,The Tonight Show,Television,105,78,87,,1962,The Truman Show,"Comedy,Drama",103,70,581311,"Peter Weir,",1998
0,2712,2958,13395,Perfect Strangers,"Comedy,Drama",238,82,1135,,2001,Perfect Hero,"Drama,Special Interest",360,,5,"James Cellan Jones,",1991
1,5095,6632,8990,Inside Job,"Documentary,Crime",105,83,56210,Charles Ferguson,2010,Inside Job,"Documentary,Special Interest",108,84,28930,"Charles Ferguson,",2010
0,3659,4569,13160,Boys Life 5,Drama,110,70,171,"Michael Burke,Eytan Fox",2006,Boys Briefs 4,"Drama,Special Interest,Adult",,,32,"Bastian Schweitzer,",2006
0,812,831,14524,Lucifer,"Crime,Drama,Fantasy",42,83,56844,Tom Kapinos,2016,"I, Lucifer","Action,Adventure,Science Fiction,Fantasy",,72,1418,"Dan Harris,",2010
0,9503,13530,16981,Nikola Tesla and the End of the World,Sci-Fi,0,34,5,,2015,Category 7: The End of the World,"Action,Adventure,Drama,Mystery",169,66,1519,"Dick Lowry,",2005
0,2896,3233,18211,American Crime,Drama,43,77,5848,John Ridley,2015,The American Side,Drama,104,88,716,"Jenna Ricker,",2016
1,1633,1759,906,Complete Unknown,"Drama,Mystery",91,56,1219,Joshua Marston,2016,Complete Unknown,Drama,90,54,783,"Joshua Marston,",2016
0,10424,15496,10327,Sherlock Holmes,"Horror,Crime,Drama",50,78,284,,1964,Young Sherlock Holmes,"Action,Adventure,Drama,Horror,Kids,Family,Mystery",109,66,11157,"Barry Levinson,",1985
0,9250,13061,2884,Office Office,Comedy,0,89,1150,,2000,Office Space,"Comedy,Special Interest,Romance",90,80,324785,"Mike Judge,",1999
0,5906,7576,10785,Ghosts of Mississippi,"Drama,History",130,67,8610,Rob Reiner,1997,Ghosts of Mississippi,"Drama,Mystery",130,68,8614,"Rob Reiner,",1996
0,3041,3497,4661,How to Train Your Dragon 2,"Animation,Action,Adventure",102,79,225231,Dean DeBlois,2014,How To Train Your Dragon 3,Animation,,,38864,,2018
0,4959,6468,14146,The Weather Man,"Comedy,Drama",102,66,69683,Gore Verbinski,2005,The Thin Man,Mystery,,,158,,2013
0,701,670,9472,God of War,,0,81,10,Spencer Gilbert,2014,Body of War,"Documentary,Special Interest",87,80,618,"Phil Donahue,Ellen Spiro,",2008
0,6485,8436,18801,Black Ice,"Drama,Mystery",110,68,2291,Petri Kotwica,2007,Black Rock,"Drama,Mystery",79,52,3909,"Katie Aselton,",2013
0,9799,13960,10803,Golden Girls,Comedy,25,29,53,,2012,Modern Girls,Comedy,82,70,710,"Jerry Kramer,Joel Lang,",1986
0,12508,19462,9416,Carancho,"Crime,Drama,Romance",107,69,6111,Pablo Trapero,2011,Carancho,"Drama,Mystery,Romance",107,72,1990,"Pablo Trapero,",2011
0,1274,1425,16499,Laid in America,Comedy,85,49,1710,"Sam Milman,Peter Vass",2016,Africans in America,"Documentary,Special Interest",90,,3,,1998
0,5659,7332,8072,Wonder Woman,"Short,Action,Fantasy",3,65,1105,Sam Balcomb,2013,Wonder Woman,"Action,Adventure,Science Fiction,Fantasy",,,5555,"Patty Jenkins,",2017
0,12445,19337,14556,American Heart,"Crime,Drama,Romance",113,68,2466,Martin Bell,1993,American Storage,"Comedy,Special Interest",,,34,"Andrew Jay Cohen,",2006
0,3194,3753,5615,Match of the Day 2,Sport,45,78,518,,2004,Back In The Day,,121,52,65,"Paul Borghese,",2016
1,8056,11044,11981,Closet Land,"Drama,Mystery",89,72,2171,Radha Bharadwaj,1991,Closet Land,"Drama,Mystery",95,80,2287,"Radha Bharadwaj,",1991
0,2668,2890,6647,Looking: The Movie,"Comedy,Drama",85,78,2792,Andrew Haigh,2016,Friends: The Movie,Comedy,2,,59,,2015
0,2759,2997,15831,The Last Detective,"Comedy,Crime,Drama",90,79,819,Richard Harris,2003,The Last Showing,"Art House,International,Horror,Mystery",,50,88,"Phil Hawkins,",2014
0,6646,8693,10182,The Game Plan,"Comedy,Drama",45,,,,2016,The Game,Mystery,128,72,140936,"David Fincher,",1997
0,13253,21225,2398,Man's World,Comedy,0,75,1156,,2015,Wayne's World,Comedy,95,68,461410,"Penelope Spheeris,",1992
1,12327,19148,9008,Bill Cunningham New York,"Documentary,Biography",84,79,4335,Richard Press,2011,Bill Cunningham New York,"Documentary,Musical,Performing Arts",84,86,3951,"Richard Press,",2011
0,7672,10230,17936,Breaking Chains,Comedy,22,80,33,,2016,Breaking Upwards,"Drama,Romance",88,66,1159,"Daryl Wein,",2010
0,12736,19965,16613,Summer Book,Drama,92,64,705,Seyfi Teoman,2008,Summer of 8,,88,60,48,"Ryan Schwartz,",2016
1,5379,6932,4831,The Out-of-Towners,Comedy,90,53,10567,Sam Weisman,1999,The Out-of-Towners,Comedy,92,52,13885,"Sam Weisman,",1999
0,612,596,7062,Transporter 3,"Action,Adventure,Crime",104,61,127831,Olivier Megaton,2008,Transporter 3,"Action,Adventure",104,68,201699,"Olivier Megaton,",2008
0,2837,3165,13975,Emma's Chance,"Drama,Family,Sport",93,63,349,Anna Elizabeth James,2016,Emma's Chance,Drama,93,70,67,"Anna Elizabeth James,",2016
0,2887,3233,8200,American Crime,Drama,43,77,5848,John Ridley,2015,American Heart,Drama,113,68,1531,"Martin Bell,",1992
0,9526,13566,12069,Top of the Heap,Comedy,30,53,103,"Ron Leavitt,Arthur Silver",1991,Rage of the Yeti,Horror,,34,29,"David Hewlett,",2011
0,11571,17575,6094,Fassbinder in Hollywood,Documentary,57,69,82,Robert Fischer,2002,Forever Hollywood,"Documentary,Horror",57,68,1016,"Arnold Glassman,Todd McCarthy,",2000
0,6892,9130,1080,Muppets Most Wanted,"Adventure,Comedy,Crime",107,64,24639,James Bobin,2014,Muppets Most Wanted,"Comedy,Kids,Family",107,70,64892,"James Bobin,",2014
0,2509,2739,14609,Last Man,"Drama,War",0,,,,,Last Dance,Drama,113,50,26,"Colin Nutley,",1993
1,8411,11721,8122,The Hard Way,"Drama,Musical,Romance",109,72,796,Vincent Sherman,1943,The Hard Ride,Western,,,0,"Terry Leonard,Thadd Turner,",2007
0,10515,15726,17165,My Little Pony Tales,"Animation,Family,Fantasy",30,63,467,,1992,Little Boy Blue,"Drama,Mystery",102,70,1189,"Antonio Tibaldi,",1998
0,11418,17481,7916,American Pickers,"Documentary,Television",60,70,5092,Mike Wolfe,2010,American Blood,Mystery,,,191,,2016
0,6422,8302,13708,From Beyond the Grave,"Fantasy,Horror",97,68,2354,Kevin Connor,1975,Beyond the Sea,"Drama,Musical,Performing Arts",118,66,17888,"Kevin Spacey,",2004
1,1545,1671,8844,Frankenstein,"Drama,Horror,Sci-Fi",70,80,49236,James Whale,1931,Frankenstein,"Classics,Horror,Science Fiction,Fantasy,Special Interest",70,74,40997,"James Whale,",1931
0,6498,8460,6740,Battle of the Damned,"Action,Adventure,Horror",88,45,2987,Christopher Hatton,2014,Bed of the Dead,"Art House,International,Horror",88,,9,,2016
0,13323,21331,16308,The Book of Pooh,Family,30,63,352,,2001,The Color of Rain,Drama,120,84,7,"Anne Wheeler,",2014
1,1940,2184,9431,Milk,"Biography,Drama,History",128,76,138123,Gus Van Sant,2009,Milk,"Drama,Adult",128,80,177298,"Gus Van Sant,",2008
0,3852,4919,17194,Summer Camp,Horror,81,50,1371,Alberto Marini,2016,Summer Camp Movie,"Comedy,Kids,Family",94,64,45,,1994
0,1751,1955,3174,From the Land of the Moon,"Drama,Romance",120,69,282,Nicole Garcia,2016,From the Land of the Moon (Mal de pierres),"Art House,International,Drama,Romance",116,62,20,"Nicole Garcia,",2016
1,6925,9190,2385,The Spanish Prisoner,"Drama,Mystery",110,73,18835,David Mamet,1998,The Spanish Prisoner,"Drama,Mystery",112,74,7681,"David Mamet,",1997
0,11825,18098,6849,Happy Easter,Comedy,98,63,1482,Georges Lautner,1984,Happy Campers,Comedy,91,64,4483,"Daniel Waters,",2001
0,10467,15623,11571,Meet Wally Sparks,Comedy,105,51,2491,Peter Baldwin,1997,Meet Wally Sparks,Comedy,106,52,3424,"Peter Baldwin,",1997
0,5093,6628,12511,Season of the Witch,"Action,Adventure,Fantasy",95,54,77041,Dominic Sena,2011,Keeper of the City,"Action,Adventure,Drama,Mystery",95,,13,"Bobby Rich,Bobby Roth,",1992
0,11850,18192,7915,Sands of the Kalahari,Adventure,119,70,885,Cy Endfield,1965,Guardians of the Galaxy 2,"Action,Adventure,Comedy,Science Fiction,Fantasy",,,20582,"James Gunn (II),",2017
